Inputs from 60-bit to 160-bit was generated by GMP, tests performed during development on a single core OVH-cloud-amd64 server.

| 60 bits Quadratic Sieve testing command                                                     | average  | factors shown |
|                                                             ./qs 1400757296645606361161677 |   108 ms | 2             |
|                                                             ./qs 2066987779916005052180411 |   110 ms | 2             |
|                                                             ./qs 1386441705488746972925087 |   109 ms | 2             |
|                                                             ./qs 2244209933411554204395349 |   112 ms | 2             |
|                                                             ./qs 1273595025606495786665323 |   111 ms | 2             |
|                                                             ./qs 1762151846568021687572767 |   111 ms | 2             |
|                                                             ./qs 1260915339332837802270001 |   111 ms | 2             |
|                                                             ./qs 1773531637296489919230121 |   112 ms | 6             |
|                                                             ./qs 2311118054499525425145619 |   114 ms | 6             |
|                                                             ./qs 1562954156182981725420529 |   113 ms | 2             |
|                                                             ./qs 2310952242256245164197813 |   112 ms | 6             |
|                                                             ./qs 1451600952719927035438507 |   112 ms | 2             |
|                                                             ./qs 1750058464762508806449389 |   112 ms | 2             |
|                                                             ./qs 1489512491689547288296189 |   112 ms | 2             |
|                                                             ./qs 2395824469704489051240413 |   113 ms | 6             |
|                                                             ./qs 1553787491608516729022287 |   112 ms | 2             |
|                                                             ./qs 2127546316452943087186609 |   111 ms | 2             |
|                                                             ./qs 1586315476389095191030243 |   110 ms | 2             |


| 82 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                             ./qs 3804375311859550865343199 |   117 ms | 2             |
|                                                             ./qs 3298456518318173586001973 |   117 ms | 2             |
|                                                             ./qs 4259902321017357414803927 |   117 ms | 2             |
|                                                             ./qs 3878327863462877516932421 |   112 ms | 2             |
|                                                             ./qs 4794017633484753562742257 |   110 ms | 2             |
|                                                             ./qs 3982922413693983992517301 |   111 ms | 2             |
|                                                             ./qs 4730068611676124670941107 |   111 ms | 2             |
|                                                             ./qs 4662355263131259427051343 |   111 ms | 6             |
|                                                             ./qs 3203869525303617393310463 |   111 ms | 6             |
|                                                             ./qs 4731378850283459876749441 |   110 ms | 2             |
|                                                             ./qs 2789791995218810411648297 |   109 ms | 2             |
|                                                             ./qs 3311157535724168754630847 |   109 ms | 2             |
|                                                             ./qs 4123720926624523894514839 |   108 ms | 2             |
|                                                             ./qs 3506564683127943030182437 |   109 ms | 6             |
|                                                             ./qs 4232940881416961077912927 |   110 ms | 2             |
|                                                             ./qs 3637893333017668320191443 |   110 ms | 6             |
|                                                             ./qs 3094509079859399740005379 |   110 ms | 2             |
|                                                             ./qs 3230956704224093603397949 |   110 ms | 2             |
|                                                             ./qs 3168229106487229550205763 |   111 ms | 2             |
|                                                             ./qs 3895659592273863912420203 |   111 ms | 2             |


| 83 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                             ./qs 5464280986212023161014827 |   109 ms | 2             |
|                                                             ./qs 6177519706868363903467687 |   108 ms | 2             |
|                                                             ./qs 8805976380026690125607963 |   107 ms | 2             |
|                                                             ./qs 7919356667479165689029869 |   108 ms | 2             |
|                                                             ./qs 7905971232402860611362899 |   109 ms | 2             |
|                                                             ./qs 9577272002427791673751889 |   110 ms | 2             |
|                                                             ./qs 8993663451706995138318793 |   109 ms | 2             |
|                                                             ./qs 5836753675955344980020471 |   109 ms | 2             |
|                                                             ./qs 9324278974148153873651687 |   107 ms | 2             |
|                                                             ./qs 9557404668297684905963831 |   108 ms | 6             |
|                                                             ./qs 6475112888639924922837973 |   109 ms | 6             |
|                                                             ./qs 6008476318483422688869343 |   111 ms | 2             |
|                                                             ./qs 9311759455213010643171409 |   112 ms | 2             |
|                                                             ./qs 6012594870274753363538909 |   114 ms | 2             |
|                                                             ./qs 5243112787362134732771953 |   114 ms | 6             |
|                                                             ./qs 7321183877669026582333117 |   114 ms | 2             |
|                                                             ./qs 5741781079453082672279351 |   114 ms | 2             |
|                                                             ./qs 6940958005279562429011591 |   114 ms | 6             |
|                                                             ./qs 6219375384597438742317101 |   114 ms | 2             |
|                                                             ./qs 8589322839607152801743671 |   114 ms | 6             |


| 84 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                            ./qs 13321315768359241314544441 |   107 ms | 6             |
|                                                            ./qs 14539402331630724969050603 |   102 ms | 6             |
|                                                            ./qs 12027803311715991323641067 |    99 ms | 2             |
|                                                            ./qs 11921215869269947846043593 |   100 ms | 6             |
|                                                            ./qs 14857632728828101542711083 |   100 ms | 6             |
|                                                            ./qs 15510770620689597014054299 |   103 ms | 6             |
|                                                            ./qs 10803419704397104136568659 |   105 ms | 6             |
|                                                            ./qs 18318945356742910322013997 |   105 ms | 2             |
|                                                            ./qs 18343377085988090900928133 |   107 ms | 2             |
|                                                            ./qs 17085997324212227854486751 |   109 ms | 2             |
|                                                            ./qs 17460044577882821514850223 |   109 ms | 2             |
|                                                            ./qs 14427326830396819091239327 |   109 ms | 6             |
|                                                            ./qs 12268371864673797537138517 |   108 ms | 6             |
|                                                            ./qs 18677248715113334239942871 |   108 ms | 6             |
|                                                            ./qs 16680991707813400378010407 |   108 ms | 6             |
|                                                            ./qs 16422849189403952472153367 |   109 ms | 2             |
|                                                            ./qs 16776716753108181703149289 |   110 ms | 2             |
|                                                            ./qs 18765569782519933230879149 |   110 ms | 2             |
|                                                            ./qs 15216003661108646626906213 |   112 ms | 6             |
|                                                            ./qs 14314803322546151348949463 |   113 ms | 2             |


| 85 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                            ./qs 26472069826798551553740449 |   100 ms | 2             |
|                                                            ./qs 37944834111353045637672047 |   105 ms | 2             |
|                                                            ./qs 24658565981575369319106689 |   110 ms | 2             |
|                                                            ./qs 21954492327572187370505123 |   105 ms | 2             |
|                                                            ./qs 29723035474635462136998971 |   106 ms | 6             |
|                                                            ./qs 26686986678137214377339803 |   111 ms | 6             |
|                                                            ./qs 20343116364191614202204491 |   111 ms | 2             |
|                                                            ./qs 29159234401415005669775143 |   113 ms | 2             |
|                                                            ./qs 26470571189253615477323723 |   113 ms | 2             |
|                                                            ./qs 23094185887307467916084917 |   113 ms | 2             |
|                                                            ./qs 29930373308445506265988033 |   113 ms | 2             |
|                                                            ./qs 22821294265223734496283187 |   113 ms | 2             |
|                                                            ./qs 32236267622482622420285813 |   114 ms | 6             |
|                                                            ./qs 31860065149819952847553481 |   115 ms | 6             |
|                                                            ./qs 38034878917743011929735127 |   115 ms | 2             |
|                                                            ./qs 28457639544438140389923551 |   114 ms | 2             |
|                                                            ./qs 36072543087270848543380301 |   113 ms | 6             |
|                                                            ./qs 22263521416194729608722451 |   112 ms | 2             |
|                                                            ./qs 34207126005498961507707691 |   111 ms | 6             |
|                                                            ./qs 38594944783084121628465427 |   112 ms | 2             |


| 86 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                            ./qs 69603163017129344624320547 |   109 ms | 2             |
|                                                            ./qs 64833682570032779955925871 |   112 ms | 6             |
|                                                            ./qs 54833374710890392140575309 |   114 ms | 2             |
|                                                            ./qs 42280408461585101099648717 |   119 ms | 6             |
|                                                            ./qs 71624173806499397099743673 |   118 ms | 6             |
|                                                            ./qs 51698359628827064682143701 |   116 ms | 6             |
|                                                            ./qs 45940253989913117464859539 |   115 ms | 6             |
|                                                            ./qs 67709006243849577599000993 |   115 ms | 2             |
|                                                            ./qs 69359560756391616552799693 |   115 ms | 6             |
|                                                            ./qs 75615780689892665259952417 |   114 ms | 2             |
|                                                            ./qs 50540107232526328677281771 |   113 ms | 2             |
|                                                            ./qs 58960009590693402510612941 |   113 ms | 2             |
|                                                            ./qs 53380876024069884116377211 |   112 ms | 2             |
|                                                            ./qs 38830297015979037898797893 |   111 ms | 2             |
|                                                            ./qs 41698183827334464011395789 |   112 ms | 2             |
|                                                            ./qs 57418905705526291194192887 |   113 ms | 2             |
|                                                            ./qs 75766059349605246345957143 |   114 ms | 2             |
|                                                            ./qs 65253180602429471990620237 |   115 ms | 2             |
|                                                            ./qs 61747852240742859975684143 |   115 ms | 6             |
|                                                            ./qs 40216605497865876675225023 |   114 ms | 6             |


| 87 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                            ./qs 90858560229367330379664409 |   107 ms | 2             |
|                                                            ./qs 86650068263732549270995459 |   102 ms | 2             |
|                                                           ./qs 122867206288835855916770881 |   113 ms | 2             |
|                                                           ./qs 111796310471236967377278439 |   113 ms | 2             |
|                                                           ./qs 144945105601252258239601519 |   113 ms | 6             |
|                                                           ./qs 123761626067500929569146339 |   112 ms | 2             |
|                                                           ./qs 118772544369937036623860201 |   112 ms | 2             |
|                                                           ./qs 154165803556966622277734411 |   112 ms | 2             |
|                                                           ./qs 105427564324331248081940329 |   113 ms | 6             |
|                                                           ./qs 112175132987911982769106397 |   112 ms | 2             |
|                                                           ./qs 124822784853356959849082747 |   113 ms | 2             |
|                                                           ./qs 107138156962219509077193521 |   113 ms | 2             |
|                                                           ./qs 133954273318626562531481897 |   113 ms | 6             |
|                                                            ./qs 80960664509570019347931539 |   112 ms | 2             |
|                                                           ./qs 107579282417707447013834353 |   112 ms | 2             |
|                                                            ./qs 91200683152688079080457649 |   112 ms | 2             |
|                                                           ./qs 117827780826720664717170577 |   112 ms | 2             |
|                                                           ./qs 141124653885883832024191967 |   111 ms | 2             |
|                                                            ./qs 88402265666332833046305631 |   111 ms | 2             |
|                                                           ./qs 108236885284317179754538453 |   111 ms | 2             |


| 88 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                           ./qs 304060835759329994338942369 |   101 ms | 2             |
|                                                           ./qs 287820777397198327412248379 |   103 ms | 2             |
|                                                           ./qs 254540692887238717503350753 |   105 ms | 2             |
|                                                           ./qs 178636277073372466196817259 |   104 ms | 2             |
|                                                           ./qs 246837409854055404716256739 |   106 ms | 2             |
|                                                           ./qs 189238376406895452678102197 |   104 ms | 2             |
|                                                           ./qs 222341420019526529079270917 |   108 ms | 2             |
|                                                           ./qs 258730737058211318131599679 |   109 ms | 14            |
|                                                           ./qs 219523035035187120679887287 |   109 ms | 6             |
|                                                           ./qs 286415789651313295729678033 |   109 ms | 2             |
|                                                           ./qs 160407917920616142805365013 |   108 ms | 2             |
|                                                           ./qs 176727331191118846903528363 |   109 ms | 2             |
|                                                           ./qs 260944705731208949188182349 |   109 ms | 2             |
|                                                           ./qs 240351739255665359015748127 |   110 ms | 2             |
|                                                           ./qs 170885350450772712109537321 |   110 ms | 2             |
|                                                           ./qs 277820240205377483568544879 |   109 ms | 2             |
|                                                           ./qs 240879812861802812915177897 |   109 ms | 2             |
|                                                           ./qs 298051118072116474095318709 |   109 ms | 2             |
|                                                           ./qs 290622675890722393158261323 |   108 ms | 2             |
|                                                           ./qs 183427866989625600589845739 |   109 ms | 6             |


| 89 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                           ./qs 563499128441877196100091971 |   106 ms | 2             |
|                                                           ./qs 449121485778394269154779307 |   112 ms | 2             |
|                                                           ./qs 353991886808239938100008469 |   113 ms | 2             |
|                                                           ./qs 497885812763035664564768203 |   108 ms | 2             |
|                                                           ./qs 532104249923783310234101437 |   106 ms | 2             |
|                                                           ./qs 345028045744785670620966913 |   107 ms | 2             |
|                                                           ./qs 372713114638733760118392029 |   107 ms | 2             |
|                                                           ./qs 490493915409899210056715843 |   107 ms | 6             |
|                                                           ./qs 428245789284234545561896867 |   106 ms | 2             |
|                                                           ./qs 351759277613073994136603579 |   108 ms | 2             |
|                                                           ./qs 361325255020176138601669379 |   109 ms | 2             |
|                                                           ./qs 415471147676277041612832409 |   109 ms | 2             |
|                                                           ./qs 394522944355992537568471139 |   109 ms | 6             |
|                                                           ./qs 444692451744750929167403719 |   109 ms | 6             |
|                                                           ./qs 550889072752609238565465869 |   110 ms | 2             |
|                                                           ./qs 555561472670397419842134227 |   110 ms | 2             |
|                                                           ./qs 528058667060904033355540039 |   110 ms | 2             |
|                                                           ./qs 311100688965419011196785733 |   110 ms | 2             |
|                                                           ./qs 540691575062332047165351613 |   110 ms | 14            |
|                                                           ./qs 469232535620323005686795791 |   111 ms | 6             |


| 90 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                           ./qs 755738171431713082160255437 |   109 ms | 2             |
|                                                          ./qs 1234752062779961302090352327 |   101 ms | 6             |
|                                                          ./qs 1137852915701877738002776979 |   108 ms | 2             |
|                                                          ./qs 1028552083911832987068448223 |   113 ms | 2             |
|                                                           ./qs 897213593510317913308582139 |   114 ms | 2             |
|                                                           ./qs 772677033798045535902615721 |   114 ms | 2             |
|                                                           ./qs 771396260612099973488667829 |   113 ms | 2             |
|                                                          ./qs 1208443003194239919794446657 |   112 ms | 2             |
|                                                           ./qs 783006384429217421909407871 |   112 ms | 2             |
|                                                           ./qs 865683075480880450092272161 |   112 ms | 2             |
|                                                           ./qs 679420070751260268162335891 |   111 ms | 2             |
|                                                           ./qs 914031518628626864184868951 |   111 ms | 6             |
|                                                          ./qs 1156543090237997231032144267 |   109 ms | 6             |
|                                                          ./qs 1147287337606554307502726833 |   110 ms | 6             |
|                                                          ./qs 1233176926207100433739556171 |   110 ms | 2             |
|                                                           ./qs 721233084384227704217839567 |   110 ms | 2             |
|                                                           ./qs 750962830381312202493971317 |   110 ms | 2             |
|                                                           ./qs 945139384467271042418221367 |   110 ms | 2             |
|                                                           ./qs 633247799881218922207576361 |   111 ms | 2             |
|                                                           ./qs 744851079919091198582769529 |   110 ms | 2             |


| 91 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                          ./qs 1632845173615533881956572751 |   105 ms | 6             |
|                                                          ./qs 2299429253684051594740582901 |   106 ms | 2             |
|                                                          ./qs 2333801239035662067285953071 |   111 ms | 2             |
|                                                          ./qs 1329930335847605499104627273 |   111 ms | 6             |
|                                                          ./qs 2286614085713306622849889939 |   111 ms | 6             |
|                                                          ./qs 2123349461216166408873292751 |   111 ms | 6             |
|                                                          ./qs 2391542641115543050028428571 |   111 ms | 6             |
|                                                          ./qs 1650274275059877230360652401 |   110 ms | 2             |
|                                                          ./qs 2101866208522519209953603359 |   110 ms | 2             |
|                                                          ./qs 2395410214858431916660831903 |   112 ms | 14            |
|                                                          ./qs 1479495805470862883899857227 |   112 ms | 2             |
|                                                          ./qs 2374922969886423156071692069 |   113 ms | 6             |
|                                                          ./qs 2063808651627269980228384933 |   113 ms | 2             |
|                                                          ./qs 2198133717093942730292366213 |   113 ms | 2             |
|                                                          ./qs 1485725022459986201266148047 |   113 ms | 2             |
|                                                          ./qs 1812483680234906929232551067 |   113 ms | 2             |
|                                                          ./qs 1888858340040484561773316469 |   113 ms | 6             |
|                                                          ./qs 1745482675651374969159163393 |   113 ms | 2             |
|                                                          ./qs 1710691347116785834293809753 |   113 ms | 2             |
|                                                          ./qs 1270605794348297368038955139 |   113 ms | 2             |


| 92 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                          ./qs 3133363518442617455894302753 |   111 ms | 2             |
|                                                          ./qs 3123149717434454958788220107 |   110 ms | 6             |
|                                                          ./qs 4190370641896450917495706003 |   108 ms | 6             |
|                                                          ./qs 4563339533573441343972945851 |   108 ms | 2             |
|                                                          ./qs 4821760672137242961067553219 |   109 ms | 2             |
|                                                          ./qs 3553384789429332764342728043 |   109 ms | 2             |
|                                                          ./qs 3907716452407585491223871561 |   109 ms | 2             |
|                                                          ./qs 3746958658291078795583632711 |   109 ms | 6             |
|                                                          ./qs 3753390818877286944614943737 |   109 ms | 6             |
|                                                          ./qs 3049903793576539898537534213 |   110 ms | 6             |
|                                                          ./qs 2522444752318756900827479467 |   110 ms | 2             |
|                                                          ./qs 4677461296092864200921489929 |   111 ms | 2             |
|                                                          ./qs 3631822700841047155119663577 |   110 ms | 2             |
|                                                          ./qs 4480160323555889921018206183 |   111 ms | 2             |
|                                                          ./qs 3063982638423000632121434459 |   111 ms | 2             |
|                                                          ./qs 3487291985081929481930590703 |   111 ms | 2             |
|                                                          ./qs 3773056221340496297185994747 |   111 ms | 2             |
|                                                          ./qs 3623876226578658536315394119 |   112 ms | 2             |
|                                                          ./qs 2567477113537066015345276819 |   111 ms | 2             |
|                                                          ./qs 4053982087419370799986715687 |   112 ms | 6             |


| 93 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                          ./qs 8634884464446833523376731589 |    90 ms | 2             |
|                                                          ./qs 9198901135956870491707920911 |   103 ms | 2             |
|                                                          ./qs 8298860968150037944750652213 |   109 ms | 2             |
|                                                          ./qs 6708264967747059894158936891 |   110 ms | 2             |
|                                                          ./qs 6581992864077907811700780893 |   113 ms | 6             |
|                                                          ./qs 5134510203640679520571512349 |   113 ms | 2             |
|                                                          ./qs 8848554857050920256259412133 |   114 ms | 14            |
|                                                          ./qs 8422931243915873961295634449 |   112 ms | 6             |
|                                                          ./qs 9726557157172971812391138263 |   112 ms | 6             |
|                                                          ./qs 5127484750615787578802870453 |   112 ms | 2             |
|                                                          ./qs 9567162945353175265756046441 |   111 ms | 2             |
|                                                          ./qs 9689775907548063900497033357 |   112 ms | 6             |
|                                                          ./qs 9015397179301363389647553343 |   112 ms | 6             |
|                                                          ./qs 5186733277189029775562353669 |   112 ms | 2             |
|                                                          ./qs 6905145343952557910137935301 |   112 ms | 6             |
|                                                          ./qs 5256988667775420147573440521 |   112 ms | 2             |
|                                                          ./qs 5111426222143806297981557417 |   112 ms | 6             |
|                                                          ./qs 9243148318982731169940384319 |   112 ms | 2             |
|                                                          ./qs 9716429139301337145197170537 |   112 ms | 2             |
|                                                          ./qs 6468640289260309449740327413 |   113 ms | 2             |


| 94 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                         ./qs 16050512629420101953876743303 |   104 ms | 2             |
|                                                         ./qs 12702799942375853979687878537 |   103 ms | 2             |
|                                                         ./qs 16118133956626811484420802279 |   103 ms | 2             |
|                                                         ./qs 13139329793703152942921522743 |   105 ms | 2             |
|                                                         ./qs 13092157224492820183637295959 |   107 ms | 6             |
|                                                         ./qs 16135752334617018205062967609 |   108 ms | 2             |
|                                                         ./qs 15229093774329963790149741509 |   106 ms | 6             |
|                                                         ./qs 13896060005344857058061438819 |   106 ms | 2             |
|                                                         ./qs 13202470895285259873231257257 |   107 ms | 6             |
|                                                         ./qs 10803007433830052507239598599 |   108 ms | 6             |
|                                                         ./qs 18176103602625456657222228209 |   109 ms | 2             |
|                                                         ./qs 17113642411216920577525018643 |   109 ms | 2             |
|                                                         ./qs 11670829142305000692726207697 |   109 ms | 2             |
|                                                         ./qs 19706577643152483837382389193 |   108 ms | 2             |
|                                                         ./qs 13658605567663990091179458277 |   108 ms | 6             |
|                                                         ./qs 13772569924012133771692444979 |   108 ms | 2             |
|                                                         ./qs 10789748247864030355183810637 |   107 ms | 2             |
|                                                         ./qs 18898926350491444643378805287 |   107 ms | 6             |
|                                                         ./qs 13258068379945373517409668917 |   107 ms | 2             |
|                                                         ./qs 15103150525854140283117517763 |   107 ms | 2             |


| 95 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                         ./qs 20616828658037873407685654933 |   100 ms | 2             |
|                                                         ./qs 38567076702094205579907910027 |   113 ms | 14            |
|                                                         ./qs 23861409911442091426776856897 |   109 ms | 2             |
|                                                         ./qs 37126720579741298104747556357 |   114 ms | 14            |
|                                                         ./qs 20436134947419590194644410663 |   112 ms | 6             |
|                                                         ./qs 20231063885777764784977158311 |   111 ms | 2             |
|                                                         ./qs 33274496844427319304412920017 |   112 ms | 2             |
|                                                         ./qs 29082590927993451776294066261 |   113 ms | 2             |
|                                                         ./qs 37725999081948938028877443931 |   112 ms | 6             |
|                                                         ./qs 38969664956403556800563595529 |   112 ms | 6             |
|                                                         ./qs 23886284842842349896240429277 |   112 ms | 14            |
|                                                         ./qs 38199886181706848673334583179 |   113 ms | 2             |
|                                                         ./qs 26750748962337197057837621951 |   114 ms | 6             |
|                                                         ./qs 36928283087631576811773775807 |   114 ms | 6             |
|                                                         ./qs 30628568167161237605746238443 |   115 ms | 2             |
|                                                         ./qs 25573313762255478796271858117 |   119 ms | 6             |
|                                                         ./qs 29202349640214650976973340789 |   118 ms | 6             |
|                                                         ./qs 23603351114137848238011209809 |   118 ms | 14            |
|                                                         ./qs 33001321664522223003685997059 |   118 ms | 2             |
|                                                         ./qs 33589069790163923410296379363 |   117 ms | 6             |


| 96 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                         ./qs 66023262316385893071414740707 |   112 ms | 6             |
|                                                         ./qs 63902321765579936077170960313 |   113 ms | 2             |
|                                                         ./qs 41848152391006830380784873493 |   108 ms | 2             |
|                                                         ./qs 71370399022378905906687401333 |   108 ms | 6             |
|                                                         ./qs 45716686325396927740356583939 |   108 ms | 14            |
|                                                         ./qs 60192674071445147945579668331 |   112 ms | 6             |
|                                                         ./qs 57076209390971585981665446359 |   111 ms | 2             |
|                                                         ./qs 57315025845799704048958814101 |   111 ms | 2             |
|                                                         ./qs 55843731734588972812080326339 |   111 ms | 6             |
|                                                         ./qs 72051887407345857906147646103 |   112 ms | 2             |
|                                                         ./qs 39717140681119821097751137127 |   112 ms | 14            |
|                                                         ./qs 77310919500781440063863648887 |   112 ms | 2             |
|                                                         ./qs 64990993357528541554651306817 |   112 ms | 2             |
|                                                         ./qs 51342999451271887288534187927 |   112 ms | 6             |
|                                                         ./qs 45968459078745061214619832721 |   113 ms | 2             |
|                                                         ./qs 73091467660689417353313589447 |   113 ms | 2             |
|                                                         ./qs 55524526795805513660605010707 |   113 ms | 2             |
|                                                         ./qs 43965429511541835630378789397 |   114 ms | 6             |
|                                                         ./qs 40458434782852193674797027197 |   114 ms | 6             |
|                                                         ./qs 49563425938379776934276256739 |   113 ms | 2             |


| 97 bits Quadratic Sieve testing command                                                     | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                        ./qs 147016094979959089578851216179 |   108 ms | 2             |
|                                                        ./qs 117209843197004638945791829957 |   107 ms | 6             |
|                                                        ./qs 157304938350475867530077737571 |   109 ms | 2             |
|                                                         ./qs 93505188186009922150019898313 |   111 ms | 6             |
|                                                        ./qs 156478771799884796827497607201 |   111 ms | 2             |
|                                                        ./qs 140980880041972157566905249457 |   108 ms | 6             |
|                                                         ./qs 85733298307878149599635701117 |   108 ms | 2             |
|                                                        ./qs 112836265112646808908199089577 |   109 ms | 2             |
|                                                        ./qs 151935001979916916433781549299 |   108 ms | 6             |
|                                                        ./qs 114418281793764320430856844797 |   109 ms | 2             |
|                                                         ./qs 94515118655469439869224604119 |   106 ms | 6             |
|                                                        ./qs 104705921130901834230452739227 |   108 ms | 14            |
|                                                        ./qs 156686580327845331357964903427 |   107 ms | 6             |
|                                                        ./qs 156728241781264548997430656291 |   107 ms | 6             |
|                                                         ./qs 93665389622414853000637853293 |   107 ms | 2             |
|                                                         ./qs 88562556068572656726660486239 |   107 ms | 2             |
|                                                        ./qs 106530358129293643729052482307 |   107 ms | 2             |
|                                                        ./qs 134614315707562726970812045873 |   107 ms | 6             |
|                                                        ./qs 156356543365584447815677247963 |   107 ms | 2             |
